latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
25.13181,117.08737,371.0,28800,Asia/Shanghai,CST

time,weather_code (wmo code),temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),apparent_temperature_mean (°C),sunrise (iso8601),sunset (iso8601),daylight_duration (s),sunshine_duration (s),precipitation_sum (mm),rain_sum (mm),snowfall_sum (cm),precipitation_hours (h),wind_speed_10m_max (km/h),wind_gusts_10m_max (km/h),wind_direction_10m_dominant (°),shortwave_radiation_sum (MJ/m²),et0_fao_evapotranspiration (mm)
2023-08-28,65,31.5,22.7,25.7,37.0,27.5,31.0,2023-08-28T05:51,2023-08-28T18:35,45886.93,26208.58,24.70,24.70,0.00,10.0,9.2,28.1,207,16.80,3.53
2023-08-29,63,29.9,22.4,25.1,35.4,27.2,30.4,2023-08-29T05:51,2023-08-29T18:34,45804.61,28784.41,22.00,22.00,0.00,16.0,7.9,24.1,38,14.21,2.92
2023-08-30,53,31.3,22.5,25.8,36.9,26.7,30.5,2023-08-30T05:51,2023-08-30T18:33,45721.64,36699.85,3.70,3.70,0.00,15.0,16.8,41.8,30,19.57,4.00
2023-08-31,61,29.1,23.3,25.3,33.0,27.3,29.4,2023-08-31T05:52,2023-08-31T18:32,45638.06,20087.87,8.80,8.80,0.00,16.0,17.8,50.0,30,14.00,2.90
2023-09-01,63,25.3,22.6,23.8,30.1,25.8,27.5,2023-09-01T05:52,2023-09-01T18:31,45553.95,0.00,17.60,17.60,0.00,23.0,21.9,52.9,28,6.11,1.19
2023-09-02,65,29.6,23.1,25.2,35.4,27.0,29.7,2023-09-02T05:53,2023-09-02T18:30,45469.36,28318.13,23.10,23.10,0.00,8.0,16.8,41.0,31,16.70,3.39
2023-09-03,53,31.9,23.6,27.1,36.7,27.8,31.1,2023-09-03T05:53,2023-09-03T18:29,45384.35,41364.27,1.10,1.10,0.00,5.0,18.1,50.8,28,19.61,4.41
2023-09-04,65,28.0,22.1,25.3,30.5,24.8,28.0,2023-09-04T05:53,2023-09-04T18:28,45298.97,7167.39,39.30,39.30,0.00,11.0,19.5,51.8,20,7.87,2.27
2023-09-05,63,26.2,21.7,23.5,30.6,24.0,27.3,2023-09-05T05:54,2023-09-05T18:27,45213.29,0.00,31.10,31.10,0.00,24.0,19.3,54.4,27,4.68,0.93
2023-09-06,63,25.5,23.3,24.1,31.5,27.6,28.8,2023-09-06T05:54,2023-09-06T18:26,45127.37,0.00,20.40,20.40,0.00,22.0,11.3,34.2,22,5.10,1.04
2023-09-07,61,25.6,22.5,23.6,30.7,26.4,27.9,2023-09-07T05:54,2023-09-07T18:25,45041.25,0.00,11.00,11.00,0.00,23.0,10.6,26.6,14,5.56,1.14
2023-09-08,51,28.6,21.9,24.9,32.1,25.6,28.9,2023-09-08T05:55,2023-09-08T18:24,44954.99,29836.93,1.60,1.60,0.00,9.0,13.1,35.3,35,16.76,3.43
2023-09-09,51,30.7,21.4,25.4,34.8,25.0,29.3,2023-09-09T05:55,2023-09-09T18:23,44868.66,34947.35,0.10,0.10,0.00,1.0,11.0,29.9,37,20.73,4.32
2023-09-10,3,29.1,21.7,24.4,34.2,25.6,28.4,2023-09-10T05:55,2023-09-10T18:22,44782.29,26793.50,0.00,0.00,0.00,0.0,11.0,29.5,196,15.98,3.34
2023-09-11,55,29.2,21.1,24.7,34.1,24.0,28.9,2023-09-11T05:56,2023-09-11T18:21,44695.95,41215.32,3.30,3.30,0.00,9.0,8.9,26.6,208,18.29,3.69
2023-09-12,53,31.1,22.0,25.3,36.5,26.8,30.6,2023-09-12T05:56,2023-09-12T18:20,44609.69,30478.96,2.40,2.40,0.00,10.0,9.2,26.6,212,19.17,3.97
2023-09-13,51,30.6,21.8,25.6,35.2,26.3,30.3,2023-09-13T05:57,2023-09-13T18:19,44523.56,33281.56,0.40,0.40,0.00,3.0,7.6,23.0,199,17.42,3.68
2023-09-14,63,31.2,22.3,25.3,36.5,27.2,30.4,2023-09-14T05:57,2023-09-14T18:18,44437.61,23136.44,12.40,12.40,0.00,11.0,9.8,29.5,201,15.15,3.23
2023-09-15,53,29.2,22.5,24.5,33.2,27.2,29.2,2023-09-15T05:57,2023-09-15T18:16,44351.89,27641.86,4.40,4.40,0.00,12.0,13.4,34.6,208,14.43,3.03
2023-09-16,53,27.8,22.3,24.4,32.2,27.0,29.3,2023-09-16T05:58,2023-09-16T18:15,44265.90,15331.97,1.00,1.00,0.00,4.0,6.1,19.8,203,10.14,2.15
2023-09-17,51,30.9,21.9,25.8,36.5,26.4,30.6,2023-09-17T05:58,2023-09-17T18:14,44179.43,39786.94,0.30,0.30,0.00,2.0,7.9,19.8,200,20.84,4.37
2023-09-18,53,30.8,23.1,26.2,36.7,27.3,31.3,2023-09-18T05:58,2023-09-18T18:13,44092.52,39941.84,2.00,2.00,0.00,6.0,8.1,23.8,220,19.98,4.15
2023-09-19,51,31.7,22.1,26.3,38.3,26.7,31.7,2023-09-19T05:59,2023-09-19T18:12,44005.23,39924.93,0.60,0.60,0.00,4.0,8.9,25.9,219,20.47,4.29
2023-09-20,51,32.6,22.7,27.0,38.6,27.5,32.4,2023-09-20T05:59,2023-09-20T18:11,43917.62,39340.00,0.10,0.10,0.00,1.0,5.2,17.6,197,21.02,4.41
2023-09-21,55,32.4,22.4,26.6,38.5,26.7,32.0,2023-09-21T06:00,2023-09-21T18:10,43829.75,40186.09,1.50,1.50,0.00,3.0,9.3,25.9,198,19.08,3.97
2023-09-22,63,30.7,22.9,26.0,36.6,27.8,31.5,2023-09-22T06:00,2023-09-22T18:09,43741.66,38162.62,8.90,8.90,0.00,12.0,8.1,25.2,59,18.33,3.82
2023-09-23,51,31.0,21.3,25.9,35.6,25.0,30.3,2023-09-23T06:00,2023-09-23T18:08,43653.43,40990.25,0.20,0.20,0.00,2.0,9.7,27.4,37,20.60,4.28
2023-09-24,51,31.6,22.3,26.4,36.8,26.1,31.2,2023-09-24T06:01,2023-09-24T18:07,43565.09,40626.11,0.70,0.70,0.00,6.0,9.4,26.3,55,19.87,4.18
2023-09-25,51,32.2,21.9,26.8,37.1,26.2,31.5,2023-09-25T06:01,2023-09-25T18:06,43476.71,40812.82,0.40,0.40,0.00,3.0,9.0,25.2,53,21.09,4.48
2023-09-26,51,32.3,21.7,26.7,37.2,25.9,31.5,2023-09-26T06:01,2023-09-26T18:05,43388.36,40613.16,0.10,0.10,0.00,1.0,10.2,30.6,62,20.75,4.41
2023-09-27,51,32.4,22.5,26.8,36.7,26.4,31.2,2023-09-27T06:02,2023-09-27T18:03,43300.06,40634.95,0.10,0.10,0.00,1.0,9.4,27.0,55,21.07,4.53
2023-09-28,61,32.6,21.9,26.0,37.5,25.8,30.8,2023-09-28T06:02,2023-09-28T18:02,43211.89,38879.86,4.70,4.70,0.00,5.0,11.5,33.5,41,20.49,4.33
2023-09-29,55,32.2,21.9,25.7,37.8,25.7,30.4,2023-09-29T06:03,2023-09-29T18:01,43123.90,39546.25,2.40,2.40,0.00,7.0,11.5,29.9,44,19.67,4.07
2023-09-30,51,32.5,21.3,27.0,37.3,24.8,31.7,2023-09-30T06:03,2023-09-30T18:00,43036.14,40058.33,0.40,0.40,0.00,4.0,8.2,25.9,58,20.57,4.36
2023-10-01,53,32.0,22.1,26.5,36.9,25.9,31.1,2023-10-01T06:03,2023-10-01T17:59,42948.68,38477.12,1.50,1.50,0.00,8.0,8.7,26.6,44,19.31,4.11
2023-10-02,51,31.4,22.2,26.4,35.9,26.7,31.1,2023-10-02T06:04,2023-10-02T17:58,42861.57,38385.87,1.20,1.20,0.00,7.0,7.9,24.5,28,19.35,4.07
2023-10-03,3,33.6,20.9,26.3,36.6,24.4,29.9,2023-10-03T06:04,2023-10-03T17:57,42774.85,37809.50,0.00,0.00,0.00,0.0,14.5,37.8,25,18.37,4.29
2023-10-04,2,32.0,21.8,26.5,34.1,25.4,29.7,2023-10-04T06:05,2023-10-04T17:56,42688.61,38852.91,0.00,0.00,0.00,0.0,15.8,41.0,21,17.39,4.12
2023-10-05,3,28.6,22.2,25.2,28.8,22.5,26.3,2023-10-05T06:05,2023-10-05T17:55,42602.86,26180.78,0.00,0.00,0.00,0.0,22.7,56.9,22,15.33,4.15
2023-10-06,51,28.7,19.6,23.0,29.9,20.2,23.7,2023-10-06T06:05,2023-10-06T17:54,42517.10,25962.38,0.70,0.70,0.00,5.0,19.9,49.3,34,12.23,3.26
2023-10-07,53,22.3,20.2,21.0,24.5,21.4,23.0,2023-10-07T06:06,2023-10-07T17:53,42431.06,0.00,4.00,4.00,0.00,15.0,14.6,37.4,32,5.20,1.14
2023-10-08,61,24.4,19.8,21.4,26.9,22.0,24.2,2023-10-08T06:06,2023-10-08T17:52,42344.82,359.27,12.70,12.70,0.00,21.0,12.6,31.3,28,7.12,1.43
2023-10-09,51,24.3,20.4,21.9,27.3,23.1,25.0,2023-10-09T06:07,2023-10-09T17:51,42258.43,654.46,1.10,1.10,0.00,8.0,11.3,28.8,24,5.98,1.26
2023-10-10,51,25.9,20.2,22.7,28.5,22.9,25.3,2023-10-10T06:07,2023-10-10T17:50,42171.97,9188.71,0.60,0.60,0.00,4.0,11.5,29.5,35,9.26,2.03
2023-10-11,3,24.8,19.7,21.9,26.7,21.9,23.9,2023-10-11T06:08,2023-10-11T17:49,42085.48,19929.30,0.00,0.00,0.00,0.0,10.5,28.1,33,11.34,2.33
2023-10-12,3,25.7,18.9,22.0,27.9,20.7,24.1,2023-10-12T06:08,2023-10-12T17:48,41999.05,22593.90,0.00,0.00,0.00,0.0,9.2,25.9,32,12.75,2.62
2023-10-13,3,25.6,17.7,21.8,28.1,19.8,24.2,2023-10-13T06:09,2023-10-13T17:47,41912.72,24647.57,0.00,0.00,0.00,0.0,8.2,23.0,34,13.08,2.58
2023-10-14,3,24.9,19.7,21.6,27.4,21.6,23.9,2023-10-14T06:09,2023-10-14T17:46,41826.57,25322.00,0.00,0.00,0.00,0.0,5.7,17.6,24,10.91,2.21
2023-10-15,3,26.8,16.9,21.0,28.6,17.7,22.5,2023-10-15T06:10,2023-10-15T17:45,41740.66,37104.09,0.00,0.00,0.00,0.0,7.9,23.0,43,16.75,3.28
2023-10-16,1,26.1,14.5,20.1,27.1,14.7,20.9,2023-10-16T06:10,2023-10-16T17:44,41655.05,37747.20,0.00,0.00,0.00,0.0,10.7,30.6,35,20.98,3.97
2023-10-17,3,26.5,14.7,20.1,28.7,14.8,21.3,2023-10-17T06:11,2023-10-17T17:43,41569.82,36950.45,0.00,0.00,0.00,0.0,9.8,27.7,27,20.30,3.80
2023-10-18,51,28.5,17.0,22.2,31.4,17.9,24.5,2023-10-18T06:11,2023-10-18T17:42,41485.04,34441.79,0.10,0.10,0.00,1.0,6.7,19.8,9,17.18,3.36
2023-10-19,55,27.0,19.0,22.3,30.3,21.6,25.9,2023-10-19T06:12,2023-10-19T17:42,41400.76,13007.36,5.50,5.50,0.00,8.0,6.9,21.2,196,8.43,1.74
2023-10-20,51,25.8,19.2,22.0,27.8,21.0,24.6,2023-10-20T06:12,2023-10-20T17:41,41317.07,16088.93,2.50,2.50,0.00,16.0,13.9,35.6,32,10.91,2.28
2023-10-21,61,20.4,16.6,18.0,21.2,17.1,19.0,2023-10-21T06:13,2023-10-21T17:40,41234.02,2480.69,7.60,7.60,0.00,14.0,10.2,26.6,30,5.76,1.16
2023-10-22,51,22.0,16.6,18.7,23.3,18.1,20.2,2023-10-22T06:13,2023-10-22T17:39,41151.71,3937.56,0.60,0.60,0.00,5.0,9.3,25.9,26,6.91,1.36
2023-10-23,51,26.9,17.2,21.4,29.8,18.9,24.0,2023-10-23T06:14,2023-10-23T17:38,41070.18,23108.87,0.10,0.10,0.00,1.0,7.5,21.2,25,12.18,2.45
2023-10-24,51,28.4,18.3,22.9,32.3,20.7,26.0,2023-10-24T06:14,2023-10-24T17:37,40989.52,36000.00,0.60,0.60,0.00,4.0,5.4,18.4,27,17.32,3.42
2023-10-25,2,29.8,17.6,23.5,32.5,19.4,26.4,2023-10-25T06:15,2023-10-25T17:37,40909.80,36399.86,0.00,0.00,0.00,0.0,6.2,14.4,1,18.11,3.60
2023-10-26,61,28.7,18.2,22.9,32.1,20.2,26.2,2023-10-26T06:15,2023-10-26T17:36,40830.43,36304.20,2.50,2.50,0.00,8.0,10.6,29.5,217,16.34,3.26
2023-10-27,63,25.2,20.1,21.6,29.0,23.5,25.6,2023-10-27T06:16,2023-10-27T17:35,40751.15,10381.75,13.90,13.90,0.00,19.0,4.7,15.5,308,7.12,1.42
2023-10-28,61,21.7,17.8,19.9,24.7,19.7,22.6,2023-10-28T06:16,2023-10-28T17:34,40672.02,3345.07,9.90,9.90,0.00,19.0,7.2,18.7,5,6.24,1.24
2023-10-29,51,23.5,16.4,19.2,25.5,18.1,21.1,2023-10-29T06:17,2023-10-29T17:34,40593.13,27664.10,0.70,0.70,0.00,4.0,7.3,20.5,25,12.06,2.23
2023-10-30,3,24.7,15.9,19.5,25.6,16.7,20.7,2023-10-30T06:18,2023-10-30T17:33,40514.54,36219.28,0.00,0.00,0.00,0.0,10.7,29.2,38,16.39,3.05
2023-10-31,3,25.2,14.8,19.1,25.8,15.2,19.5,2023-10-31T06:18,2023-10-31T17:32,40436.32,36308.21,0.00,0.00,0.00,0.0,11.6,31.7,36,19.23,3.58
2023-11-01,2,24.9,13.7,19.0,26.5,13.6,19.6,2023-11-01T06:19,2023-11-01T17:31,40358.57,36392.69,0.00,0.00,0.00,0.0,7.1,20.5,32,18.76,3.45
2023-11-02,0,25.7,13.3,19.7,28.0,13.4,21.2,2023-11-02T06:19,2023-11-02T17:31,40281.36,36223.51,0.00,0.00,0.00,0.0,6.0,13.7,66,18.22,3.33
2023-11-03,0,26.7,15.0,20.7,28.9,15.7,22.5,2023-11-03T06:20,2023-11-03T17:30,40204.75,36304.77,0.00,0.00,0.00,0.0,4.7,16.2,96,18.17,3.40
2023-11-04,3,27.2,16.1,21.6,29.7,17.5,24.0,2023-11-04T06:21,2023-11-04T17:30,40128.84,36000.00,0.00,0.00,0.00,0.0,7.5,22.0,132,14.99,2.93
2023-11-05,1,29.0,18.6,22.9,30.7,21.2,25.2,2023-11-05T06:21,2023-11-05T17:29,40053.71,36070.84,0.00,0.00,0.00,0.0,15.0,39.6,218,17.14,3.58
2023-11-06,1,26.9,18.1,21.6,27.9,18.5,22.6,2023-11-06T06:22,2023-11-06T17:28,39979.45,36000.00,0.00,0.00,0.00,0.0,12.9,35.3,29,17.33,3.69
2023-11-07,3,25.7,16.1,20.6,27.4,15.9,21.7,2023-11-07T06:23,2023-11-07T17:28,39906.12,34571.18,0.00,0.00,0.00,0.0,8.2,24.1,27,14.39,2.85
2023-11-08,63,27.2,16.4,20.7,29.8,17.9,23.2,2023-11-08T06:23,2023-11-08T17:27,39833.82,26796.27,5.10,5.10,0.00,4.0,9.2,29.9,348,13.24,2.62
2023-11-09,51,27.0,18.8,22.1,29.2,21.6,25.0,2023-11-09T06:24,2023-11-09T17:27,39762.64,33073.62,0.70,0.70,0.00,3.0,10.3,28.1,198,11.33,2.32
2023-11-10,63,27.1,20.2,22.4,31.1,23.1,25.9,2023-11-10T06:25,2023-11-10T17:26,39692.67,34512.12,8.30,8.30,0.00,10.0,9.7,27.4,348,12.05,2.31
2023-11-11,61,21.0,18.6,19.9,24.7,20.1,22.4,2023-11-11T06:25,2023-11-11T17:26,39624.00,0.00,7.50,7.50,0.00,15.0,9.0,24.1,8,4.02,0.89
2023-11-12,51,20.8,16.8,18.4,21.0,16.5,18.8,2023-11-12T06:26,2023-11-12T17:25,39556.70,8824.18,1.00,1.00,0.00,7.0,13.6,33.8,33,7.59,1.61
2023-11-13,3,19.0,14.4,16.3,18.5,13.1,15.3,2023-11-13T06:27,2023-11-13T17:25,39490.89,2484.00,0.00,0.00,0.00,0.0,12.5,31.3,36,6.73,1.62
2023-11-14,51,17.8,13.4,15.3,17.6,12.5,14.8,2023-11-14T06:27,2023-11-14T17:24,39426.64,11957.70,0.40,0.40,0.00,4.0,9.3,24.8,32,7.65,1.48
2023-11-15,51,21.9,13.6,17.4,22.8,13.3,17.8,2023-11-15T06:28,2023-11-15T17:24,39363.39,21403.20,0.10,0.10,0.00,1.0,7.9,23.4,18,10.23,1.97
2023-11-16,51,17.4,8.7,14.7,18.1,6.2,13.7,2023-11-16T06:29,2023-11-16T17:24,39300.89,15545.04,0.10,0.10,0.00,1.0,15.1,40.7,23,8.31,1.70
2023-11-17,1,18.0,5.7,11.0,15.3,2.9,8.3,2023-11-17T06:29,2023-11-17T17:23,39239.21,35976.47,0.00,0.00,0.00,0.0,12.4,34.6,36,17.98,2.97
2023-11-18,1,18.5,6.2,11.2,16.2,3.1,8.9,2023-11-18T06:30,2023-11-18T17:23,39178.41,35955.83,0.00,0.00,0.00,0.0,11.8,32.8,36,17.66,2.92
2023-11-19,1,20.5,6.0,12.3,18.7,3.6,10.4,2023-11-19T06:31,2023-11-19T17:23,39118.57,35936.59,0.00,0.00,0.00,0.0,7.2,22.3,44,17.37,2.95
2023-11-20,0,22.0,8.1,14.3,20.9,6.0,12.8,2023-11-20T06:31,2023-11-20T17:23,39059.77,35918.77,0.00,0.00,0.00,0.0,8.6,25.2,25,17.16,3.01
2023-11-21,0,22.3,7.7,14.8,22.1,5.6,14.0,2023-11-21T06:32,2023-11-21T17:22,39002.09,35902.34,0.00,0.00,0.00,0.0,6.9,19.4,38,17.21,2.96
2023-11-22,1,24.1,9.8,16.8,24.8,8.8,16.9,2023-11-22T06:33,2023-11-22T17:22,38945.61,35887.34,0.00,0.00,0.00,0.0,6.4,19.1,85,16.93,2.97
2023-11-23,1,24.6,11.3,17.3,24.4,10.3,17.0,2023-11-23T06:34,2023-11-23T17:22,38890.39,35873.77,0.00,0.00,0.00,0.0,11.4,30.2,40,16.53,3.14
2023-11-24,3,22.9,11.9,16.6,22.1,11.4,15.8,2023-11-24T06:34,2023-11-24T17:22,38836.53,35861.62,0.00,0.00,0.00,0.0,11.5,32.4,36,15.20,2.96
2023-11-25,2,20.4,9.2,14.1,19.4,7.4,12.8,2023-11-25T06:35,2023-11-25T17:22,38784.11,35850.92,0.00,0.00,0.00,0.0,11.0,31.3,32,16.18,2.74
2023-11-26,1,22.5,9.9,15.3,22.1,8.8,14.7,2023-11-26T06:36,2023-11-26T17:21,38733.19,35835.73,0.00,0.00,0.00,0.0,10.2,29.9,38,16.13,2.81
2023-11-27,2,24.2,10.6,16.4,23.8,9.3,15.9,2023-11-27T06:37,2023-11-27T17:21,38683.88,35781.75,0.00,0.00,0.00,0.0,11.5,30.2,40,14.87,2.84
2023-11-28,0,24.6,10.3,15.6,24.2,9.1,14.9,2023-11-28T06:37,2023-11-28T17:21,38636.23,35729.57,0.00,0.00,0.00,0.0,9.0,27.0,36,16.82,3.02
2023-11-29,53,22.6,10.6,16.1,23.1,9.6,15.6,2023-11-29T06:38,2023-11-29T17:21,38590.36,19460.61,1.10,1.10,0.00,2.0,8.5,22.0,37,10.13,2.01
2023-11-30,51,22.2,14.9,18.2,22.5,15.3,18.5,2023-11-30T06:39,2023-11-30T17:21,38546.33,16439.77,0.30,0.30,0.00,2.0,11.2,29.9,19,7.68,1.74
2023-12-01,51,16.8,13.0,15.1,17.5,11.6,14.4,2023-12-01T06:39,2023-12-01T17:21,38504.23,1865.50,1.30,1.30,0.00,10.0,12.7,33.1,38,5.56,1.15
2023-12-02,3,19.6,11.2,14.8,19.2,9.9,14.0,2023-12-02T06:40,2023-12-02T17:21,38464.14,29028.63,0.00,0.00,0.00,0.0,9.4,23.4,34,10.66,1.93
2023-12-03,63,17.7,13.3,15.2,18.0,12.6,15.2,2023-12-03T06:41,2023-12-03T17:21,38426.15,27263.23,6.40,6.40,0.00,8.0,9.2,27.0,19,8.74,1.43
2023-12-04,63,17.8,14.1,15.6,19.3,14.6,16.7,2023-12-04T06:41,2023-12-04T17:21,38390.34,3927.79,9.20,9.20,0.00,15.0,6.6,16.2,18,3.41,0.66
2023-12-05,3,20.1,11.8,15.0,20.1,11.5,15.0,2023-12-05T06:42,2023-12-05T17:21,38356.36,25407.89,0.00,0.00,0.00,0.0,9.1,24.5,28,11.43,1.92
2023-12-06,51,20.0,9.3,15.7,19.3,8.1,15.4,2023-12-06T06:43,2023-12-06T17:22,38324.03,23083.98,0.20,0.20,0.00,2.0,12.4,32.4,28,7.85,1.68
2023-12-07,1,20.6,7.7,13.0,18.3,5.3,11.0,2023-12-07T06:43,2023-12-07T17:22,38293.37,35353.46,0.00,0.00,0.00,0.0,8.7,25.9,40,16.60,2.87
2023-12-08,1,22.9,9.2,15.7,21.1,7.3,14.1,2023-12-08T06:44,2023-12-08T17:22,38264.43,35321.75,0.00,0.00,0.00,0.0,8.7,25.9,189,15.80,2.93
2023-12-09,3,24.4,11.9,18.4,24.3,10.5,18.4,2023-12-09T06:45,2023-12-09T17:22,38237.25,35291.94,0.00,0.00,0.00,0.0,13.0,33.8,219,12.23,2.43
2023-12-10,3,27.3,15.0,20.8,27.9,15.8,22.1,2023-12-10T06:46,2023-12-10T17:22,38211.85,35141.86,0.00,0.00,0.00,0.0,12.2,33.5,215,13.84,2.86
2023-12-11,3,27.3,17.0,21.5,28.7,18.3,23.6,2023-12-11T06:46,2023-12-11T17:23,38188.28,28692.16,0.00,0.00,0.00,0.0,10.8,29.5,238,10.57,2.27
2023-12-12,51,23.0,17.2,19.3,23.7,17.6,20.4,2023-12-12T06:47,2023-12-12T17:23,38166.56,13594.81,0.40,0.40,0.00,3.0,13.6,33.5,32,8.28,1.77
2023-12-13,3,23.0,17.0,19.1,23.8,17.5,20.3,2023-12-13T06:47,2023-12-13T17:23,38146.74,3710.46,0.00,0.00,0.00,0.0,10.2,25.9,207,6.47,1.46
2023-12-14,3,26.2,16.6,20.5,26.5,17.8,21.9,2023-12-14T06:48,2023-12-14T17:24,38128.84,30378.83,0.00,0.00,0.00,0.0,13.7,34.9,218,10.30,2.28
2023-12-15,51,26.3,16.2,20.6,27.2,17.4,22.2,2023-12-15T06:49,2023-12-15T17:24,38112.90,32967.67,0.50,0.50,0.00,3.0,14.8,38.2,228,10.80,2.28
2023-12-16,55,19.8,6.0,9.6,22.6,2.1,7.0,2023-12-16T06:49,2023-12-16T17:24,38098.95,0.00,4.60,4.60,0.00,16.0,16.8,42.5,31,2.69,0.73
2023-12-17,51,10.4,5.2,7.6,8.1,1.4,4.6,2023-12-17T06:50,2023-12-17T17:25,38087.02,8401.63,1.50,1.50,0.00,8.0,14.4,41.4,34,5.67,1.07
2023-12-18,3,21.9,8.6,13.6,21.3,6.0,12.3,2023-12-18T06:51,2023-12-18T17:25,38077.15,22638.49,0.00,0.00,0.00,0.0,11.5,30.2,34,11.00,2.12
2023-12-19,53,17.8,8.4,12.2,17.2,6.5,10.6,2023-12-19T06:51,2023-12-19T17:26,38069.36,16067.96,2.00,2.00,0.00,5.0,11.5,28.4,44,7.71,1.45
2023-12-20,51,10.8,5.6,7.7,7.5,2.4,4.6,2023-12-20T06:52,2023-12-20T17:26,38063.70,7569.72,1.10,1.10,0.00,4.0,14.6,38.2,42,7.57,1.23
2023-12-21,3,11.7,3.9,7.5,7.9,-0.1,3.5,2023-12-21T06:52,2023-12-21T17:27,38060.17,34979.12,0.00,0.00,0.00,0.0,17.9,46.8,35,15.26,2.42
2023-12-22,2,11.2,-0.4,4.8,6.8,-4.6,0.6,2023-12-22T06:53,2023-12-22T17:27,38058.81,34949.24,0.00,0.00,0.00,0.0,14.7,41.8,38,15.83,2.30
2023-12-23,51,8.6,2.2,5.7,5.4,-2.0,2.1,2023-12-23T06:53,2023-12-23T17:27,38059.66,10842.55,0.10,0.10,0.00,1.0,11.5,30.6,38,5.31,1.28
2023-12-24,2,15.8,3.3,8.7,12.9,0.4,5.6,2023-12-24T06:54,2023-12-24T17:28,38062.74,34894.59,0.00,0.00,0.00,0.0,15.4,40.3,39,15.50,2.47
2023-12-25,1,15.1,2.4,7.8,11.3,-1.3,4.3,2023-12-25T06:54,2023-12-25T17:28,38068.08,34869.45,0.00,0.00,0.00,0.0,12.0,33.8,35,15.77,2.51
2023-12-26,1,19.1,3.5,10.3,17.3,0.3,7.9,2023-12-26T06:54,2023-12-26T17:29,38075.68,34845.12,0.00,0.00,0.00,0.0,8.0,22.7,34,15.32,2.42
2023-12-27,1,20.5,5.4,12.6,19.0,2.8,10.8,2023-12-27T06:55,2023-12-27T17:30,38085.48,34821.66,0.00,0.00,0.00,0.0,7.8,23.4,38,15.31,2.59
2023-12-28,3,22.2,7.4,14.1,21.4,5.3,12.7,2023-12-28T06:55,2023-12-28T17:30,38097.47,33474.04,0.00,0.00,0.00,0.0,7.0,20.2,32,14.00,2.49
2023-12-29,0,22.2,8.7,14.4,21.2,7.0,13.2,2023-12-29T06:56,2023-12-29T17:31,38111.59,34777.60,0.00,0.00,0.00,0.0,8.2,25.2,34,15.59,2.69
2023-12-30,61,24.1,11.3,16.5,23.7,10.5,16.4,2023-12-30T06:56,2023-12-30T17:31,38127.82,22538.91,1.60,1.60,0.00,1.0,10.1,27.0,210,10.16,1.98
2023-12-31,3,22.7,12.2,16.9,22.9,11.5,16.9,2023-12-31T06:56,2023-12-31T17:32,38146.11,34737.77,0.00,0.00,0.00,0.0,11.2,31.3,33,14.42,2.57
2024-01-01,3,19.7,11.6,14.8,19.6,11.2,14.7,2024-01-01T06:57,2024-01-01T17:33,38166.41,25752.77,0.00,0.00,0.00,0.0,8.7,22.7,26,9.33,1.66
2024-01-02,51,22.5,9.5,15.4,22.1,8.6,15.1,2024-01-02T06:57,2024-01-02T17:33,38188.69,30401.59,0.10,0.10,0.00,1.0,14.5,36.0,268,13.65,2.52
2024-01-03,3,15.7,6.0,11.6,15.2,3.6,9.6,2024-01-03T06:57,2024-01-03T17:34,38212.91,34775.26,0.00,0.00,0.00,0.0,15.1,41.4,27,14.09,2.25
2024-01-04,0,18.5,3.3,10.3,16.2,0.8,8.1,2024-01-04T06:57,2024-01-04T17:35,38239.02,34761.85,0.00,0.00,0.00,0.0,7.9,24.5,33,16.24,2.47
2024-01-05,1,21.0,6.5,13.3,20.1,4.5,12.4,2024-01-05T06:58,2024-01-05T17:35,38267.00,34688.69,0.00,0.00,0.00,0.0,6.9,20.9,229,14.42,2.40
2024-01-06,51,21.3,8.6,14.9,21.3,6.9,14.3,2024-01-06T06:58,2024-01-06T17:36,38296.78,34648.41,0.50,0.50,0.00,3.0,6.8,18.4,41,13.67,2.35
2024-01-07,3,20.1,9.7,14.2,19.8,8.6,13.6,2024-01-07T06:58,2024-01-07T17:37,38328.34,30355.47,0.00,0.00,0.00,0.0,6.1,19.8,36,11.25,1.94
2024-01-08,3,21.5,6.7,13.6,19.2,5.1,12.7,2024-01-08T06:58,2024-01-08T17:38,38361.61,34222.63,0.00,0.00,0.00,0.0,16.4,41.8,266,11.46,2.11
2024-01-09,63,15.8,10.5,13.1,16.5,10.1,13.3,2024-01-09T06:58,2024-01-09T17:38,38396.57,0.00,5.80,5.80,0.00,9.0,6.1,14.8,50,3.99,0.71
2024-01-10,51,18.0,8.7,13.0,15.6,6.5,11.3,2024-01-10T06:58,2024-01-10T17:39,38433.18,30251.92,0.10,0.10,0.00,1.0,14.9,39.2,31,13.18,2.31
2024-01-11,1,19.3,4.6,11.6,18.2,2.1,9.8,2024-01-11T06:58,2024-01-11T17:40,38471.39,34927.86,0.00,0.00,0.00,0.0,6.1,16.6,55,15.54,2.46
2024-01-12,0,21.2,5.9,13.2,20.4,3.6,11.8,2024-01-12T06:59,2024-01-12T17:40,38511.14,34930.61,0.00,0.00,0.00,0.0,6.9,17.3,59,15.94,2.66
